Env_Type,Ammonia_Level_ppm,Temperature_C,Brightness_Lux,Humidity_Pct,Ventilation_Rate_CFM,State
1,0.0,34.0,5.0,80.0,6.0,Danger
1,0.0,34.0,15.0,35.0,0.3,Danger
1,0.0,34.0,15.0,35.0,0.7,Danger
1,0.0,34.0,15.0,35.0,2.0,Danger
1,0.0,34.0,15.0,35.0,4.0,Danger
1,0.0,34.0,15.0,35.0,6.0,Danger
1,0.0,34.0,15.0,45.0,0.3,Danger
1,0.0,34.0,15.0,45.0,0.7,Danger
1,0.0,34.0,15.0,45.0,2.0,Danger
1,0.0,34.0,15.0,45.0,4.0,Danger
1,0.0,34.0,15.0,45.0,6.0,Danger
1,0.0,34.0,15.0,55.0,0.3,Danger
1,0.0,34.0,15.0,55.0,0.7,Danger
1,0.0,34.0,15.0,55.0,2.0,Danger
1,0.0,34.0,15.0,55.0,4.0,Danger
1,0.0,34.0,15.0,55.0,6.0,Danger
1,0.0,34.0,15.0,72.0,0.3,Danger
1,0.0,34.0,15.0,72.0,0.7,Danger
1,0.0,34.0,15.0,72.0,2.0,Danger
1,0.0,34.0,15.0,72.0,4.0,Danger
1,0.0,34.0,15.0,72.0,6.0,Danger
1,0.0,34.0,15.0,80.0,0.3,Danger
1,0.0,34.0,15.0,80.0,0.7,Danger
1,0.0,34.0,15.0,80.0,2.0,Danger
1,0.0,34.0,15.0,80.0,4.0,Danger
1,0.0,34.0,15.0,80.0,6.0,Danger
1,0.0,36.0,0.0,35.0,0.3,Danger
1,0.0,36.0,0.0,35.0,0.7,Danger
1,0.0,36.0,0.0,35.0,2.0,Danger
1,0.0,36.0,0.0,35.0,4.0,Danger
1,0.0,36.0,0.0,35.0,6.0,Danger
1,0.0,36.0,0.0,45.0,0.3,Danger
1,0.0,36.0,0.0,45.0,0.7,Warning
1,0.0,36.0,0.0,45.0,2.0,Warning
1,0.0,36.0,0.0,45.0,4.0,Warning
1,0.0,36.0,0.0,45.0,6.0,Danger
1,0.0,36.0,0.0,55.0,0.3,Danger
1,0.0,36.0,0.0,55.0,0.7,Warning
1,0.0,36.0,0.0,55.0,2.0,Warning
1,0.0,36.0,0.0,55.0,4.0,Warning
1,0.0,36.0,0.0,55.0,6.0,Danger
1,0.0,36.0,0.0,72.0,0.3,Danger
1,0.0,36.0,0.0,72.0,0.7,Warning
1,0.0,36.0,0.0,72.0,2.0,Warning
1,0.0,36.0,0.0,72.0,4.0,Warning
1,0.0,36.0,0.0,72.0,6.0,Danger
1,0.0,36.0,0.0,80.0,0.3,Danger
1,0.0,36.0,0.0,80.0,0.7,Danger
1,0.0,36.0,0.0,80.0,2.0,Danger
1,0.0,36.0,0.0,80.0,4.0,Danger
1,0.0,36.0,0.0,80.0,6.0,Danger
1,0.0,36.0,5.0,35.0,0.3,Danger
1,0.0,36.0,5.0,35.0,0.7,Danger
1,0.0,36.0,5.0,35.0,2.0,Danger
1,0.0,36.0,5.0,35.0,4.0,Danger
1,0.0,36.0,5.0,35.0,6.0,Danger
1,0.0,36.0,5.0,45.0,0.3,Danger
1,0.0,36.0,5.0,45.0,0.7,Warning
1,0.0,36.0,5.0,45.0,2.0,Warning
1,0.0,36.0,5.0,45.0,4.0,Warning
1,0.0,36.0,5.0,45.0,6.0,Danger
1,0.0,36.0,5.0,55.0,0.3,Danger
1,0.0,36.0,5.0,55.0,0.7,Warning
1,0.0,36.0,5.0,55.0,2.0,Warning
1,0.0,36.0,5.0,55.0,4.0,Warning
1,0.0,36.0,5.0,55.0,6.0,Danger
1,0.0,36.0,5.0,72.0,0.3,Danger
1,0.0,36.0,5.0,72.0,0.7,Warning
1,0.0,36.0,5.0,72.0,2.0,Warning
1,0.0,36.0,5.0,72.0,4.0,Warning
1,0.0,36.0,5.0,72.0,6.0,Danger
1,0.0,36.0,5.0,80.0,0.3,Danger
1,0.0,36.0,5.0,80.0,0.7,Danger
1,0.0,36.0,5.0,80.0,2.0,Danger
1,0.0,36.0,5.0,80.0,4.0,Danger
1,0.0,36.0,5.0,80.0,6.0,Danger
1,0.0,36.0,15.0,35.0,0.3,Danger
1,0.0,36.0,15.0,35.0,0.7,Danger
1,0.0,36.0,15.0,35.0,2.0,Danger
1,0.0,36.0,15.0,35.0,4.0,Danger
1,0.0,36.0,15.0,35.0,6.0,Danger
1,0.0,36.0,15.0,45.0,0.3,Danger
1,0.0,36.0,15.0,45.0,0.7,Danger
1,0.0,36.0,15.0,45.0,2.0,Danger
1,0.0,36.0,15.0,45.0,4.0,Danger
1,0.0,36.0,15.0,45.0,6.0,Danger
1,0.0,36.0,15.0,55.0,0.3,Danger
1,0.0,36.0,15.0,55.0,0.7,Danger
1,0.0,36.0,15.0,55.0,2.0,Danger
1,0.0,36.0,15.0,55.0,4.0,Danger
1,0.0,36.0,15.0,55.0,6.0,Danger
1,0.0,36.0,15.0,72.0,0.3,Danger
1,0.0,36.0,15.0,72.0,0.7,Danger
1,0.0,36.0,15.0,72.0,2.0,Danger
1,0.0,36.0,15.0,72.0,4.0,Danger
1,0.0,36.0,15.0,72.0,6.0,Danger
1,0.0,36.0,15.0,80.0,0.3,Danger
1,0.0,36.0,15.0,80.0,0.7,Danger
1,0.0,36.0,15.0,80.0,2.0,Danger
1,0.0,36.0,15.0,80.0,4.0,Danger
1,0.0,36.0,15.0,80.0,6.0,Danger
1,0.0,37.5,0.0,35.0,0.3,Danger
1,0.0,37.5,0.0,35.0,0.7,Danger
1,0.0,37.5,0.0,35.0,2.0,Danger
1,0.0,37.5,0.0,35.0,4.0,Danger
1,0.0,37.5,0.0,35.0,6.0,Danger
1,0.0,37.5,0.0,45.0,0.3,Danger
1,0.0,37.5,0.0,45.0,0.7,Warning
1,0.0,37.5,0.0,45.0,2.0,Warning
1,0.0,37.5,0.0,45.0,4.0,Warning
1,0.0,37.5,0.0,45.0,6.0,Danger
1,0.0,37.5,0.0,55.0,0.3,Danger
1,0.0,37.5,0.0,55.0,0.7,Warning
1,0.0,37.5,0.0,55.0,2.0,Normal
1,0.0,37.5,0.0,55.0,4.0,Warning
1,0.0,37.5,0.0,55.0,6.0,Danger
1,0.0,37.5,0.0,72.0,0.3,Danger
1,0.0,37.5,0.0,72.0,0.7,Warning
1,0.0,37.5,0.0,72.0,2.0,Warning
1,0.0,37.5,0.0,72.0,4.0,Warning
1,0.0,37.5,0.0,72.0,6.0,Danger
1,0.0,37.5,0.0,80.0,0.3,Danger
1,0.0,37.5,0.0,80.0,0.7,Danger
1,0.0,37.5,0.0,80.0,2.0,Danger
1,0.0,37.5,0.0,80.0,4.0,Danger
1,0.0,37.5,0.0,80.0,6.0,Danger
1,0.0,37.5,5.0,35.0,0.3,Danger
1,0.0,37.5,5.0,35.0,0.7,Danger
1,0.0,37.5,5.0,35.0,2.0,Danger
1,0.0,37.5,5.0,35.0,4.0,Danger
1,0.0,37.5,5.0,35.0,6.0,Danger
1,0.0,37.5,5.0,45.0,0.3,Danger
1,0.0,37.5,5.0,45.0,0.7,Warning
1,0.0,37.5,5.0,45.0,2.0,Warning
1,0.0,37.5,5.0,45.0,4.0,Warning
1,0.0,37.5,5.0,45.0,6.0,Danger
1,0.0,37.5,5.0,55.0,0.3,Danger
1,0.0,37.5,5.0,55.0,0.7,Warning
1,0.0,37.5,5.0,55.0,2.0,Warning
1,0.0,37.5,5.0,55.0,4.0,Warning
1,0.0,37.5,5.0,55.0,6.0,Danger
1,0.0,37.5,5.0,72.0,0.3,Danger
1,0.0,37.5,5.0,72.0,0.7,Warning
1,0.0,37.5,5.0,72.0,2.0,Warning
1,0.0,37.5,5.0,72.0,4.0,Warning
1,0.0,37.5,5.0,72.0,6.0,Danger
1,0.0,37.5,5.0,80.0,0.3,Danger
1,0.0,37.5,5.0,80.0,0.7,Danger
1,0.0,37.5,5.0,80.0,2.0,Danger
1,0.0,37.5,5.0,80.0,4.0,Danger
1,0.0,37.5,5.0,80.0,6.0,Danger
1,0.0,37.5,15.0,35.0,0.3,Danger
1,0.0,37.5,15.0,35.0,0.7,Danger
1,0.0,37.5,15.0,35.0,2.0,Danger
1,0.0,37.5,15.0,35.0,4.0,Danger
1,0.0,37.5,15.0,35.0,6.0,Danger
1,0.0,37.5,15.0,45.0,0.3,Danger
1,0.0,37.5,15.0,45.0,0.7,Danger
1,0.0,37.5,15.0,45.0,2.0,Danger
1,0.0,37.5,15.0,45.0,4.0,Danger
1,0.0,37.5,15.0,45.0,6.0,Danger
1,0.0,37.5,15.0,55.0,0.3,Danger
1,0.0,37.5,15.0,55.0,0.7,Danger
1,0.0,37.5,15.0,55.0,2.0,Danger
1,0.0,37.5,15.0,55.0,4.0,Danger
1,0.0,37.5,15.0,55.0,6.0,Danger
1,0.0,37.5,15.0,72.0,0.3,Danger
1,0.0,37.5,15.0,72.0,0.7,Danger
1,0.0,37.5,15.0,72.0,2.0,Danger
1,0.0,37.5,15.0,72.0,4.0,Danger
1,0.0,37.5,15.0,72.0,6.0,Danger
1,0.0,37.5,15.0,80.0,0.3,Danger
1,0.0,37.5,15.0,80.0,0.7,Danger
1,0.0,37.5,15.0,80.0,2.0,Danger
1,0.0,37.5,15.0,80.0,4.0,Danger
1,0.0,37.5,15.0,80.0,6.0,Danger
1,0.0,38.1,0.0,35.0,0.3,Danger
1,0.0,38.1,0.0,35.0,0.7,Danger
1,0.0,38.1,0.0,35.0,2.0,Danger
1,0.0,38.1,0.0,35.0,4.0,Danger
1,0.0,38.1,0.0,35.0,6.0,Danger
1,0.0,38.1,0.0,45.0,0.3,Danger
1,0.0,38.1,0.0,45.0,0.7,Warning
1,0.0,38.1,0.0,45.0,2.0,Warning
1,0.0,38.1,0.0,45.0,4.0,Warning
1,0.0,38.1,0.0,45.0,6.0,Danger
1,0.0,38.1,0.0,55.0,0.3,Danger
1,0.0,38.1,0.0,55.0,0.7,Warning
1,0.0,38.1,0.0,55.0,2.0,Warning
1,0.0,38.1,0.0,55.0,4.0,Warning
1,0.0,38.1,0.0,55.0,6.0,Danger
1,0.0,38.1,0.0,72.0,0.3,Danger
1,0.0,38.1,0.0,72.0,0.7,Warning
1,0.0,38.1,0.0,72.0,2.0,Warning
1,0.0,38.1,0.0,72.0,4.0,Warning
1,0.0,38.1,0.0,72.0,6.0,Danger
1,0.0,38.1,0.0,80.0,0.3,Danger
1,0.0,38.1,0.0,80.0,0.7,Danger
1,0.0,38.1,0.0,80.0,2.0,Danger
1,0.0,38.1,0.0,80.0,4.0,Danger
1,0.0,38.1,0.0,80.0,6.0,Danger
1,0.0,38.1,5.0,35.0,0.3,Danger
1,0.0,38.1,5.0,35.0,0.7,Danger
1,0.0,38.1,5.0,35.0,2.0,Danger
1,0.0,38.1,5.0,35.0,4.0,Danger
1,0.0,38.1,5.0,35.0,6.0,Danger
1,0.0,38.1,5.0,45.0,0.3,Danger
1,0.0,38.1,5.0,45.0,0.7,Warning
1,0.0,38.1,5.0,45.0,2.0,Warning
1,0.0,38.1,5.0,45.0,4.0,Warning
1,0.0,38.1,5.0,45.0,6.0,Danger
1,0.0,38.1,5.0,55.0,0.3,Danger
1,0.0,38.1,5.0,55.0,0.7,Warning
1,0.0,38.1,5.0,55.0,2.0,Warning
1,0.0,38.1,5.0,55.0,4.0,Warning
1,0.0,38.1,5.0,55.0,6.0,Danger
1,0.0,38.1,5.0,72.0,0.3,Danger
1,0.0,38.1,5.0,72.0,0.7,Warning
1,0.0,38.1,5.0,72.0,2.0,Warning
1,0.0,38.1,5.0,72.0,4.0,Warning
1,0.0,38.1,5.0,72.0,6.0,Danger
1,0.0,38.1,5.0,80.0,0.3,Danger
1,0.0,38.1,5.0,80.0,0.7,Danger
1,0.0,38.1,5.0,80.0,2.0,Danger
1,0.0,38.1,5.0,80.0,4.0,Danger
1,0.0,38.1,5.0,80.0,6.0,Danger
1,0.0,38.1,15.0,35.0,0.3,Danger
1,0.0,38.1,15.0,35.0,0.7,Danger
1,0.0,38.1,15.0,35.0,2.0,Danger
1,0.0,38.1,15.0,35.0,4.0,Danger
1,0.0,38.1,15.0,35.0,6.0,Danger
1,0.0,38.1,15.0,45.0,0.3,Danger
1,0.0,38.1,15.0,45.0,0.7,Danger
1,0.0,38.1,15.0,45.0,2.0,Danger
1,0.0,38.1,15.0,45.0,4.0,Danger
1,0.0,38.1,15.0,45.0,6.0,Danger
1,0.0,38.1,15.0,55.0,0.3,Danger
1,0.0,38.1,15.0,55.0,0.7,Danger
1,0.0,38.1,15.0,55.0,2.0,Danger
1,0.0,38.1,15.0,55.0,4.0,Danger
1,0.0,38.1,15.0,55.0,6.0,Danger
1,0.0,38.1,15.0,72.0,0.3,Danger
1,0.0,38.1,15.0,72.0,0.7,Danger
1,0.0,38.1,15.0,72.0,2.0,Danger
1,0.0,38.1,15.0,72.0,4.0,Danger
1,0.0,38.1,15.0,72.0,6.0,Danger
1,0.0,38.1,15.0,80.0,0.3,Danger
1,0.0,38.1,15.0,80.0,0.7,Danger
1,0.0,38.1,15.0,80.0,2.0,Danger
1,0.0,38.1,15.0,80.0,4.0,Danger
1,0.0,38.1,15.0,80.0,6.0,Danger
1,0.0,39.0,0.0,35.0,0.3,Danger
1,0.0,39.0,0.0,35.0,0.7,Danger
1,0.0,39.0,0.0,35.0,2.0,Danger
1,0.0,39.0,0.0,35.0,4.0,Danger
1,0.0,39.0,0.0,35.0,6.0,Danger
1,0.0,39.0,0.0,45.0,0.3,Danger
1,0.0,39.0,0.0,45.0,0.7,Danger
1,0.0,39.0,0.0,45.0,2.0,Danger
1,0.0,39.0,0.0,45.0,4.0,Danger
1,0.0,39.0,0.0,45.0,6.0,Danger
1,0.0,39.0,0.0,55.0,0.3,Danger
1,0.0,39.0,0.0,55.0,0.7,Danger
1,0.0,39.0,0.0,55.0,2.0,Danger
1,0.0,39.0,0.0,55.0,4.0,Danger
1,0.0,39.0,0.0,55.0,6.0,Danger
1,0.0,39.0,0.0,72.0,0.3,Danger
1,0.0,39.0,0.0,72.0,0.7,Danger
1,0.0,39.0,0.0,72.0,2.0,Danger
1,0.0,39.0,0.0,72.0,4.0,Danger
1,0.0,39.0,0.0,72.0,6.0,Danger
1,0.0,39.0,0.0,80.0,0.3,Danger
1,0.0,39.0,0.0,80.0,0.7,Danger
1,0.0,39.0,0.0,80.0,2.0,Danger
1,0.0,39.0,0.0,80.0,4.0,Danger
1,0.0,39.0,0.0,80.0,6.0,Danger
1,0.0,39.0,5.0,35.0,0.3,Danger
1,0.0,39.0,5.0,35.0,0.7,Danger
1,0.0,39.0,5.0,35.0,2.0,Danger
1,0.0,39.0,5.0,35.0,4.0,Danger
1,0.0,39.0,5.0,35.0,6.0,Danger
1,0.0,39.0,5.0,45.0,0.3,Danger
1,0.0,39.0,5.0,45.0,0.7,Danger
1,0.0,39.0,5.0,45.0,2.0,Danger
1,0.0,39.0,5.0,45.0,4.0,Danger
1,0.0,39.0,5.0,45.0,6.0,Danger
1,0.0,39.0,5.0,55.0,0.3,Danger
1,0.0,39.0,5.0,55.0,0.7,Danger
1,0.0,39.0,5.0,55.0,2.0,Danger
1,0.0,39.0,5.0,55.0,4.0,Danger
1,0.0,39.0,5.0,55.0,6.0,Danger
1,0.0,39.0,5.0,72.0,0.3,Danger
1,0.0,39.0,5.0,72.0,0.7,Danger
1,0.0,39.0,5.0,72.0,2.0,Danger
1,0.0,39.0,5.0,72.0,4.0,Danger
1,0.0,39.0,5.0,72.0,6.0,Danger
1,0.0,39.0,5.0,80.0,0.3,Danger
1,0.0,39.0,5.0,80.0,0.7,Danger
1,0.0,39.0,5.0,80.0,2.0,Danger
1,0.0,39.0,5.0,80.0,4.0,Danger
1,0.0,39.0,5.0,80.0,6.0,Danger
1,0.0,39.0,15.0,35.0,0.3,Danger
1,0.0,39.0,15.0,35.0,0.7,Danger
1,0.0,39.0,15.0,35.0,2.0,Danger
1,0.0,39.0,15.0,35.0,4.0,Danger
1,0.0,39.0,15.0,35.0,6.0,Danger
1,0.0,39.0,15.0,45.0,0.3,Danger
1,0.0,39.0,15.0,45.0,0.7,Danger
1,0.0,39.0,15.0,45.0,2.0,Danger
1,0.0,39.0,15.0,45.0,4.0,Danger
1,0.0,39.0,15.0,45.0,6.0,Danger
1,0.0,39.0,15.0,55.0,0.3,Danger
1,0.0,39.0,15.0,55.0,0.7,Danger
1,0.0,39.0,15.0,55.0,2.0,Danger
1,0.0,39.0,15.0,55.0,4.0,Danger
1,0.0,39.0,15.0,55.0,6.0,Danger
1,0.0,39.0,15.0,72.0,0.3,Danger
1,0.0,39.0,15.0,72.0,0.7,Danger
1,0.0,39.0,15.0,72.0,2.0,Danger
1,0.0,39.0,15.0,72.0,4.0,Danger
1,0.0,39.0,15.0,72.0,6.0,Danger
1,0.0,39.0,15.0,80.0,0.3,Danger
1,0.0,39.0,15.0,80.0,0.7,Danger
1,0.0,39.0,15.0,80.0,2.0,Danger
1,0.0,39.0,15.0,80.0,4.0,Danger
1,0.0,39.0,15.0,80.0,6.0,Danger
1,3.0,34.0,0.0,35.0,0.3,Danger
1,3.0,34.0,0.0,35.0,0.7,Danger
1,3.0,34.0,0.0,35.0,2.0,Danger
1,3.0,34.0,0.0,35.0,4.0,Danger
1,3.0,34.0,0.0,35.0,6.0,Danger
1,3.0,34.0,0.0,45.0,0.3,Danger
1,3.0,34.0,0.0,45.0,0.7,Danger
1,3.0,34.0,0.0,45.0,2.0,Danger
1,3.0,34.0,0.0,45.0,4.0,Danger
1,3.0,34.0,0.0,45.0,6.0,Danger
1,3.0,34.0,0.0,55.0,0.3,Danger
1,3.0,34.0,0.0,55.0,0.7,Danger
1,3.0,34.0,0.0,55.0,2.0,Danger
1,3.0,34.0,0.0,55.0,4.0,Danger
1,3.0,34.0,0.0,55.0,6.0,Danger
1,3.0,34.0,0.0,72.0,0.3,Danger
1,3.0,34.0,0.0,72.0,0.7,Danger
1,3.0,34.0,0.0,72.0,2.0,Danger
1,3.0,34.0,0.0,72.0,4.0,Danger
1,3.0,34.0,0.0,72.0,6.0,Danger
1,3.0,34.0,0.0,80.0,0.3,Danger
1,3.0,34.0,0.0,80.0,0.7,Danger
1,3.0,34.0,0.0,80.0,2.0,Danger
1,3.0,34.0,0.0,80.0,4.0,Danger
1,3.0,34.0,0.0,80.0,6.0,Danger
1,3.0,34.0,5.0,35.0,0.3,Danger
1,3.0,34.0,5.0,35.0,0.7,Danger
1,3.0,34.0,5.0,35.0,2.0,Danger
1,3.0,34.0,5.0,35.0,4.0,Danger
1,3.0,34.0,5.0,35.0,6.0,Danger
1,3.0,34.0,5.0,45.0,0.3,Danger
1,3.0,34.0,5.0,45.0,0.7,Danger
1,3.0,34.0,5.0,45.0,2.0,Danger
1,3.0,34.0,5.0,45.0,4.0,Danger
1,3.0,34.0,5.0,45.0,6.0,Danger
1,3.0,34.0,5.0,55.0,0.3,Danger
1,3.0,34.0,5.0,55.0,0.7,Danger
1,3.0,34.0,5.0,55.0,2.0,Danger
1,3.0,34.0,5.0,55.0,4.0,Danger
1,3.0,34.0,5.0,55.0,6.0,Danger
1,3.0,34.0,5.0,72.0,0.3,Danger
1,3.0,34.0,5.0,72.0,0.7,Danger
1,3.0,34.0,5.0,72.0,2.0,Danger
1,3.0,34.0,5.0,72.0,4.0,Danger
1,3.0,34.0,5.0,72.0,6.0,Danger
1,3.0,34.0,5.0,80.0,0.3,Danger
1,3.0,34.0,5.0,80.0,0.7,Danger
1,3.0,34.0,5.0,80.0,2.0,Danger
1,3.0,34.0,5.0,80.0,4.0,Danger
1,3.0,34.0,5.0,80.0,6.0,Danger
1,3.0,34.0,15.0,35.0,0.3,Danger
1,3.0,34.0,15.0,35.0,0.7,Danger
1,3.0,34.0,15.0,35.0,2.0,Danger
1,3.0,34.0,15.0,35.0,4.0,Danger
1,3.0,34.0,15.0,35.0,6.0,Danger
1,3.0,34.0,15.0,45.0,0.3,Danger
1,3.0,34.0,15.0,45.0,0.7,Danger
1,3.0,34.0,15.0,45.0,2.0,Danger
1,3.0,34.0,15.0,45.0,4.0,Danger
1,3.0,34.0,15.0,45.0,6.0,Danger
1,3.0,34.0,15.0,55.0,0.3,Danger
1,3.0,34.0,15.0,55.0,0.7,Danger
1,3.0,34.0,15.0,55.0,2.0,Danger
1,3.0,34.0,15.0,55.0,4.0,Danger
1,3.0,34.0,15.0,55.0,6.0,Danger
1,3.0,34.0,15.0,72.0,0.3,Danger
1,3.0,34.0,15.0,72.0,0.7,Danger
1,3.0,34.0,15.0,72.0,2.0,Danger
1,3.0,34.0,15.0,72.0,4.0,Danger
1,3.0,34.0,15.0,72.0,6.0,Danger
1,3.0,34.0,15.0,80.0,0.3,Danger
1,3.0,34.0,15.0,80.0,0.7,Danger
1,3.0,34.0,15.0,80.0,2.0,Danger
1,3.0,34.0,15.0,80.0,4.0,Danger
1,3.0,34.0,15.0,80.0,6.0,Danger
1,3.0,36.0,0.0,35.0,0.3,Danger
1,3.0,36.0,0.0,35.0,0.7,Danger
1,3.0,36.0,0.0,35.0,2.0,Danger
1,3.0,36.0,0.0,35.0,4.0,Danger
1,3.0,36.0,0.0,35.0,6.0,Danger
1,3.0,36.0,0.0,45.0,0.3,Danger
1,3.0,36.0,0.0,45.0,0.7,Warning
1,3.0,36.0,0.0,45.0,2.0,Warning
1,3.0,36.0,0.0,45.0,4.0,Warning
1,3.0,36.0,0.0,45.0,6.0,Danger
1,3.0,36.0,0.0,55.0,0.3,Danger
1,3.0,36.0,0.0,55.0,0.7,Warning
1,3.0,36.0,0.0,55.0,2.0,Warning
1,3.0,36.0,0.0,55.0,4.0,Warning
1,3.0,36.0,0.0,55.0,6.0,Danger
1,3.0,36.0,0.0,72.0,0.3,Danger
1,3.0,36.0,0.0,72.0,0.7,Warning
1,3.0,36.0,0.0,72.0,2.0,Warning
1,3.0,36.0,0.0,72.0,4.0,Warning
1,3.0,36.0,0.0,72.0,6.0,Danger
1,3.0,36.0,0.0,80.0,0.3,Danger
1,3.0,36.0,0.0,80.0,0.7,Danger
1,3.0,36.0,0.0,80.0,2.0,Danger
1,3.0,36.0,0.0,80.0,4.0,Danger
1,3.0,36.0,0.0,80.0,6.0,Danger
1,3.0,36.0,5.0,35.0,0.3,Danger
1,3.0,36.0,5.0,35.0,0.7,Danger
1,3.0,36.0,5.0,35.0,2.0,Danger
1,3.0,36.0,5.0,35.0,4.0,Danger
1,3.0,36.0,5.0,35.0,6.0,Danger
1,3.0,36.0,5.0,45.0,0.3,Danger
1,3.0,36.0,5.0,45.0,0.7,Warning
1,3.0,36.0,5.0,45.0,2.0,Warning
1,3.0,36.0,5.0,45.0,4.0,Warning
1,3.0,36.0,5.0,45.0,6.0,Danger
1,3.0,36.0,5.0,55.0,0.3,Danger
1,3.0,36.0,5.0,55.0,0.7,Warning
1,3.0,36.0,5.0,55.0,2.0,Warning
1,3.0,36.0,5.0,55.0,4.0,Warning
1,3.0,36.0,5.0,55.0,6.0,Danger
1,3.0,36.0,5.0,72.0,0.3,Danger
1,3.0,36.0,5.0,72.0,0.7,Warning
1,3.0,36.0,5.0,72.0,2.0,Warning
1,3.0,36.0,5.0,72.0,4.0,Warning
1,3.0,36.0,5.0,72.0,6.0,Danger
1,3.0,36.0,5.0,80.0,0.3,Danger
1,3.0,36.0,5.0,80.0,0.7,Danger
1,3.0,36.0,5.0,80.0,2.0,Danger
1,3.0,36.0,5.0,80.0,4.0,Danger
1,3.0,36.0,5.0,80.0,6.0,Danger
1,3.0,36.0,15.0,35.0,0.3,Danger
1,3.0,36.0,15.0,35.0,0.7,Danger
1,3.0,36.0,15.0,35.0,2.0,Danger
1,3.0,36.0,15.0,35.0,4.0,Danger
1,3.0,36.0,15.0,35.0,6.0,Danger
1,3.0,36.0,15.0,45.0,0.3,Danger
1,3.0,36.0,15.0,45.0,0.7,Danger
1,3.0,36.0,15.0,45.0,2.0,Danger
1,3.0,36.0,15.0,45.0,4.0,Danger
1,3.0,36.0,15.0,45.0,6.0,Danger
1,3.0,36.0,15.0,55.0,0.3,Danger
1,3.0,36.0,15.0,55.0,0.7,Danger
1,3.0,36.0,15.0,55.0,2.0,Danger
1,3.0,36.0,15.0,55.0,4.0,Danger
1,3.0,36.0,15.0,55.0,6.0,Danger
1,3.0,36.0,15.0,72.0,0.3,Danger
1,3.0,36.0,15.0,72.0,0.7,Danger
1,3.0,36.0,15.0,72.0,2.0,Danger
1,3.0,36.0,15.0,72.0,4.0,Danger
1,3.0,36.0,15.0,72.0,6.0,Danger
1,3.0,36.0,15.0,80.0,0.3,Danger
1,3.0,36.0,15.0,80.0,0.7,Danger
1,3.0,36.0,15.0,80.0,2.0,Danger
1,3.0,36.0,15.0,80.0,4.0,Danger
1,3.0,36.0,15.0,80.0,6.0,Danger
1,3.0,37.5,0.0,35.0,0.3,Danger
1,3.0,37.5,0.0,35.0,0.7,Danger
1,3.0,37.5,0.0,35.0,2.0,Danger
1,3.0,37.5,0.0,35.0,4.0,Danger
1,3.0,37.5,0.0,35.0,6.0,Danger
1,3.0,37.5,0.0,45.0,0.3,Danger
1,3.0,37.5,0.0,45.0,0.7,Warning
1,3.0,37.5,0.0,45.0,2.0,Warning
